"2024-01-03","SKU_1","Wireless Earbuds","Electronics","WH_1","Dublin Central Warehouse","Dublin","North","SUP_8","SwiftChain Distributors","Distribution Partner","35","540","14","379","0","13.95","20.48","1","0","39.62"
"2024-01-03","SKU_1","Wireless Earbuds","Electronics","WH_1","Dublin Central Warehouse","Dublin","North","SUP_5","Delta Retail Supply","Retail Supplier","35","540","8","379","0","11.46","19.92","1","0","39.62"
"2024-01-03","SKU_1","Wireless Earbuds","Electronics","WH_1","Dublin Central Warehouse","Dublin","North","SUP_9","NextWave Sourcing","Sourcing Partner","35","540","6","379","0","6.06","8.41","1","0","39.62"
"2024-01-03","SKU_1","Wireless Earbuds","Electronics","WH_1","Dublin Central Warehouse","Dublin","North","SUP_2","PrimeSource Distributors","General Supplier","35","540","9","379","0","6.93","10.70","1","0","39.62"
"2024-01-03","SKU_1","Wireless Earbuds","Electronics","WH_1","Dublin Central Warehouse","Dublin","North","SUP_5","Delta Retail Supply","Retail Supplier","35","540","4","379","0","19.41","23.81","1","0","39.62"
"2024-01-04","SKU_1","Wireless Earbuds","Electronics","WH_1","Dublin Central Warehouse","Dublin","South","SUP_8","SwiftChain Distributors","Distribution Partner","24","516","14","379","0","13.95","20.48","0","0","19.43"
"2024-01-04","SKU_1","Wireless Earbuds","Electronics","WH_1","Dublin Central Warehouse","Dublin","South","SUP_5","Delta Retail Supply","Retail Supplier","24","516","8","379","0","11.46","19.92","0","0","19.43"
"2024-01-04","SKU_1","Wireless Earbuds","Electronics","WH_1","Dublin Central Warehouse","Dublin","South","SUP_9","NextWave Sourcing","Sourcing Partner","24","516","6","379","0","6.06","8.41","0","0","19.43"
"2024-01-04","SKU_1","Wireless Earbuds","Electronics","WH_1","Dublin Central Warehouse","Dublin","South","SUP_2","PrimeSource Distributors","General Supplier","24","516","9","379","0","6.93","10.70","0","0","19.43"
"2024-01-04","SKU_1","Wireless Earbuds","Electronics","WH_1","Dublin Central Warehouse","Dublin","South","SUP_5","Delta Retail Supply","Retail Supplier","24","516","4","379","0","19.41","23.81","0","0","19.43"
"2024-01-05","SKU_1","Wireless Earbuds","Electronics","WH_1","Dublin Central Warehouse","Dublin","West","SUP_8","SwiftChain Distributors","Distribution Partner","21","495","14","379","0","13.95","20.48","0","0","18.70"
"2024-01-05","SKU_1","Wireless Earbuds","Electronics","WH_1","Dublin Central Warehouse","Dublin","West","SUP_5","Delta Retail Supply","Retail Supplier","21","495","8","379","0","11.46","19.92","0","0","18.70"
"2024-01-05","SKU_1","Wireless Earbuds","Electronics","WH_1","Dublin Central Warehouse","Dublin","West","SUP_9","NextWave Sourcing","Sourcing Partner","21","495","6","379","0","6.06","8.41","0","0","18.70"
"2024-01-05","SKU_1","Wireless Earbuds","Electronics","WH_1","Dublin Central Warehouse","Dublin","West","SUP_2","PrimeSource Distributors","General Supplier","21","495","9","379","0","6.93","10.70","0","0","18.70"
"2024-01-05","SKU_1","Wireless Earbuds","Electronics","WH_1","Dublin Central Warehouse","Dublin","West","SUP_5","Delta Retail Supply","Retail Supplier","21","495","4","379","0","19.41","23.81","0","0","18.70"
"2024-01-06","SKU_1","Wireless Earbuds","Electronics","WH_1","Dublin Central Warehouse","Dublin","East","SUP_8","SwiftChain Distributors","Distribution Partner","18","477","14","379","0","13.95","20.48","0","0","18.33"
"2024-01-06","SKU_1","Wireless Earbuds","Electronics","WH_1","Dublin Central Warehouse","Dublin","East","SUP_5","Delta Retail Supply","Retail Supplier","18","477","8","379","0","11.46","19.92","0","0","18.33"
"2024-01-06","SKU_1","Wireless Earbuds","Electronics","WH_1","Dublin Central Warehouse","Dublin","East","SUP_9","NextWave Sourcing","Sourcing Partner","18","477","6","379","0","6.06","8.41","0","0","18.33"
"2024-01-06","SKU_1","Wireless Earbuds","Electronics","WH_1","Dublin Central Warehouse","Dublin","East","SUP_2","PrimeSource Distributors","General Supplier","18","477","9","379","0","6.93","10.70","0","0","18.33"
"2024-01-06","SKU_1","Wireless Earbuds","Electronics","WH_1","Dublin Central Warehouse","Dublin","East","SUP_5","Delta Retail Supply","Retail Supplier","18","477","4","379","0","19.41","23.81","0","0","18.33"
"2024-01-07","SKU_1","Wireless Earbuds","Electronics","WH_1","Dublin Central Warehouse","Dublin","North","SUP_8","SwiftChain Distributors","Distribution Partner","19","458","14","379","0","13.95","20.48","0","0","18.91"
"2024-01-07","SKU_1","Wireless Earbuds","Electronics","WH_1","Dublin Central Warehouse","Dublin","North","SUP_5","Delta Retail Supply","Retail Supplier","19","458","8","379","0","11.46","19.92","0","0","18.91"
"2024-01-07","SKU_1","Wireless Earbuds","Electronics","WH_1","Dublin Central Warehouse","Dublin","North","SUP_9","NextWave Sourcing","Sourcing Partner","19","458","6","379","0","6.06","8.41","0","0","18.91"
"2024-01-07","SKU_1","Wireless Earbuds","Electronics","WH_1","Dublin Central Warehouse","Dublin","North","SUP_2","PrimeSource Distributors","General Supplier","19","458","9","379","0","6.93","10.70","0","0","18.91"
"2024-01-07","SKU_1","Wireless Earbuds","Electronics","WH_1","Dublin Central Warehouse","Dublin","North","SUP_5","Delta Retail Supply","Retail Supplier","19","458","4","379","0","19.41","23.81","0","0","18.91"
"2024-01-08","SKU_1","Wireless Earbuds","Electronics","WH_1","Dublin Central Warehouse","Dublin","North","SUP_8","SwiftChain Distributors","Distribution Partner","23","435","14","379","0","13.95","20.48","1","0","25.84"
"2024-01-08","SKU_1","Wireless Earbuds","Electronics","WH_1","Dublin Central Warehouse","Dublin","North","SUP_5","Delta Retail Supply","Retail Supplier","23","435","8","379","0","11.46","19.92","1","0","25.84"
"2024-01-08","SKU_1","Wireless Earbuds","Electronics","WH_1","Dublin Central Warehouse","Dublin","North","SUP_9","NextWave Sourcing","Sourcing Partner","23","435","6","379","0","6.06","8.41","1","0","25.84"
"2024-01-08","SKU_1","Wireless Earbuds","Electronics","WH_1","Dublin Central Warehouse","Dublin","North","SUP_2","PrimeSource Distributors","General Supplier","23","435","9","379","0","6.93","10.70","1","0","25.84"
"2024-01-08","SKU_1","Wireless Earbuds","Electronics","WH_1","Dublin Central Warehouse","Dublin","North","SUP_5","Delta Retail Supply","Retail Supplier","23","435","4","379","0","19.41","23.81","1","0","25.84"
"2024-01-09","SKU_1","Wireless Earbuds","Electronics","WH_1","Dublin Central Warehouse","Dublin","West","SUP_8","SwiftChain Distributors","Distribution Partner","25","410","14","379","0","13.95","20.48","0","0","21.70"
"2024-01-09","SKU_1","Wireless Earbuds","Electronics","WH_1","Dublin Central Warehouse","Dublin","West","SUP_5","Delta Retail Supply","Retail Supplier","25","410","8","379","0","11.46","19.92","0","0","21.70"
"2024-01-09","SKU_1","Wireless Earbuds","Electronics","WH_1","Dublin Central Warehouse","Dublin","West","SUP_9","NextWave Sourcing","Sourcing Partner","25","410","6","379","0","6.06","8.41","0","0","21.70"
"2024-01-09","SKU_1","Wireless Earbuds","Electronics","WH_1","Dublin Central Warehouse","Dublin","West","SUP_2","PrimeSource Distributors","General Supplier","25","410","9","379","0","6.93","10.70","0","0","21.70"
"2024-01-09","SKU_1","Wireless Earbuds","Electronics","WH_1","Dublin Central Warehouse","Dublin","West","SUP_5","Delta Retail Supply","Retail Supplier","25","410","4","379","0","19.41","23.81","0","0","21.70"
"2024-01-10","SKU_1","Wireless Earbuds","Electronics","WH_1","Dublin Central Warehouse","Dublin","South","SUP_8","SwiftChain Distributors","Distribution Partner","25","385","14","379","0","13.95","20.48","0","0","21.34"
"2024-01-10","SKU_1","Wireless Earbuds","Electronics","WH_1","Dublin Central Warehouse","Dublin","South","SUP_5","Delta Retail Supply","Retail Supplier","25","385","8","379","0","11.46","19.92","0","0","21.34"
"2024-01-10","SKU_1","Wireless Earbuds","Electronics","WH_1","Dublin Central Warehouse","Dublin","South","SUP_9","NextWave Sourcing","Sourcing Partner","25","385","6","379","0","6.06","8.41","0","0","21.34"
"2024-01-10","SKU_1","Wireless Earbuds","Electronics","WH_1","Dublin Central Warehouse","Dublin","South","SUP_2","PrimeSource Distributors","General Supplier","25","385","9","379","0","6.93","10.70","0","0","21.34"
"2024-01-10","SKU_1","Wireless Earbuds","Electronics","WH_1","Dublin Central Warehouse","Dublin","South","SUP_5","Delta Retail Supply","Retail Supplier","25","385","4","379","0","19.41","23.81","0","0","21.34"
"2024-01-11","SKU_1","Wireless Earbuds","Electronics","WH_1","Dublin Central Warehouse","Dublin","North","SUP_8","SwiftChain Distributors","Distribution Partner","23","362","14","379","0","13.95","20.48","0","0","18.82"
"2024-01-11","SKU_1","Wireless Earbuds","Electronics","WH_1","Dublin Central Warehouse","Dublin","North","SUP_5","Delta Retail Supply","Retail Supplier","23","362","8","379","0","11.46","19.92","0","0","18.82"
"2024-01-11","SKU_1","Wireless Earbuds","Electronics","WH_1","Dublin Central Warehouse","Dublin","North","SUP_9","NextWave Sourcing","Sourcing Partner","23","362","6","379","0","6.06","8.41","0","0","18.82"
"2024-01-11","SKU_1","Wireless Earbuds","Electronics","WH_1","Dublin Central Warehouse","Dublin","North","SUP_2","PrimeSource Distributors","General Supplier","23","362","9","379","0","6.93","10.70","0","0","18.82"
"2024-01-11","SKU_1","Wireless Earbuds","Electronics","WH_1","Dublin Central Warehouse","Dublin","North","SUP_5","Delta Retail Supply","Retail Supplier","23","362","4","379","0","19.41","23.81","0","0","18.82"
"2024-01-12","SKU_1","Wireless Earbuds","Electronics","WH_1","Dublin Central Warehouse","Dublin","West","SUP_8","SwiftChain Distributors","Distribution Partner","29","803","14","379","470","13.95","20.48","1","0","31.65"
"2024-01-12","SKU_1","Wireless Earbuds","Electronics","WH_1","Dublin Central Warehouse","Dublin","West","SUP_5","Delta Retail Supply","Retail Supplier","29","803","8","379","470","11.46","19.92","1","0","31.65"
"2024-01-12","SKU_1","Wireless Earbuds","Electronics","WH_1","Dublin Central Warehouse","Dublin","West","SUP_9","NextWave Sourcing","Sourcing Partner","29","803","6","379","470","6.06","8.41","1","0","31.65"
"2024-01-12","SKU_1","Wireless Earbuds","Electronics","WH_1","Dublin Central Warehouse","Dublin","West","SUP_2","PrimeSource Distributors","General Supplier","29","803","9","379","470","6.93","10.70","1","0","31.65"
"2024-01-12","SKU_1","Wireless Earbuds","Electronics","WH_1","Dublin Central Warehouse","Dublin","West","SUP_5","Delta Retail Supply","Retail Supplier","29","803","4","379","470","19.41","23.81","1","0","31.65"
"2024-01-13","SKU_1","Wireless Earbuds","Electronics","WH_1","Dublin Central Warehouse","Dublin","North","SUP_8","SwiftChain Distributors","Distribution Partner","25","778","14","379","0","13.95","20.48","0","0","25.08"
"2024-01-13","SKU_1","Wireless Earbuds","Electronics","WH_1","Dublin Central Warehouse","Dublin","North","SUP_5","Delta Retail Supply","Retail Supplier","25","778","8","379","0","11.46","19.92","0","0","25.08"
"2024-01-13","SKU_1","Wireless Earbuds","Electronics","WH_1","Dublin Central Warehouse","Dublin","North","SUP_9","NextWave Sourcing","Sourcing Partner","25","778","6","379","0","6.06","8.41","0","0","25.08"
"2024-01-13","SKU_1","Wireless Earbuds","Electronics","WH_1","Dublin Central Warehouse","Dublin","North","SUP_2","PrimeSource Distributors","General Supplier","25","778","9","379","0","6.93","10.70","0","0","25.08"
"2024-01-13","SKU_1","Wireless Earbuds","Electronics","WH_1","Dublin Central Warehouse","Dublin","North","SUP_5","Delta Retail Supply","Retail Supplier","25","778","4","379","0","19.41","23.81","0","0","25.08"
"2024-01-14","SKU_1","Wireless Earbuds","Electronics","WH_1","Dublin Central Warehouse","Dublin","South","SUP_8","SwiftChain Distributors","Distribution Partner","26","752","14","379","0","13.95","20.48","0","0","24.39"
"2024-01-14","SKU_1","Wireless Earbuds","Electronics","WH_1","Dublin Central Warehouse","Dublin","South","SUP_5","Delta Retail Supply","Retail Supplier","26","752","8","379","0","11.46","19.92","0","0","24.39"
"2024-01-14","SKU_1","Wireless Earbuds","Electronics","WH_1","Dublin Central Warehouse","Dublin","South","SUP_9","NextWave Sourcing","Sourcing Partner","26","752","6","379","0","6.06","8.41","0","0","24.39"
"2024-01-14","SKU_1","Wireless Earbuds","Electronics","WH_1","Dublin Central Warehouse","Dublin","South","SUP_2","PrimeSource Distributors","General Supplier","26","752","9","379","0","6.93","10.70","0","0","24.39"
"2024-01-14","SKU_1","Wireless Earbuds","Electronics","WH_1","Dublin Central Warehouse","Dublin","South","SUP_5","Delta Retail Supply","Retail Supplier","26","752","4","379","0","19.41","23.81","0","0","24.39"
"2024-01-15","SKU_1","Wireless Earbuds","Electronics","WH_1","Dublin Central Warehouse","Dublin","North","SUP_8","SwiftChain Distributors","Distribution Partner","19","733","14","379","0","13.95","20.48","1","0","21.16"
"2024-01-15","SKU_1","Wireless Earbuds","Electronics","WH_1","Dublin Central Warehouse","Dublin","North","SUP_5","Delta Retail Supply","Retail Supplier","19","733","8","379","0","11.46","19.92","1","0","21.16"
"2024-01-15","SKU_1","Wireless Earbuds","Electronics","WH_1","Dublin Central Warehouse","Dublin","North","SUP_9","NextWave Sourcing","Sourcing Partner","19","733","6","379","0","6.06","8.41","1","0","21.16"
"2024-01-15","SKU_1","Wireless Earbuds","Electronics","WH_1","Dublin Central Warehouse","Dublin","North","SUP_2","PrimeSource Distributors","General Supplier","19","733","9","379","0","6.93","10.70","1","0","21.16"
"2024-01-15","SKU_1","Wireless Earbuds","Electronics","WH_1","Dublin Central Warehouse","Dublin","North","SUP_5","Delta Retail Supply","Retail Supplier","19","733","4","379","0","19.41","23.81","1","0","21.16"
"2024-01-16","SKU_1","Wireless Earbuds","Electronics","WH_1","Dublin Central Warehouse","Dublin","West","SUP_8","SwiftChain Distributors","Distribution Partner","19","714","14","379","0","13.95","20.48","0","0","20.84"
"2024-01-16","SKU_1","Wireless Earbuds","Electronics","WH_1","Dublin Central Warehouse","Dublin","West","SUP_5","Delta Retail Supply","Retail Supplier","19","714","8","379","0","11.46","19.92","0","0","20.84"
"2024-01-16","SKU_1","Wireless Earbuds","Electronics","WH_1","Dublin Central Warehouse","Dublin","West","SUP_9","NextWave Sourcing","Sourcing Partner","19","714","6","379","0","6.06","8.41","0","0","20.84"
"2024-01-16","SKU_1","Wireless Earbuds","Electronics","WH_1","Dublin Central Warehouse","Dublin","West","SUP_2","PrimeSource Distributors","General Supplier","19","714","9","379","0","6.93","10.70","0","0","20.84"
"2024-01-16","SKU_1","Wireless Earbuds","Electronics","WH_1","Dublin Central Warehouse","Dublin","West","SUP_5","Delta Retail Supply","Retail Supplier","19","714","4","379","0","19.41","23.81","0","0","20.84"
"2024-01-17","SKU_1","Wireless Earbuds","Electronics","WH_1","Dublin Central Warehouse","Dublin","East","SUP_8","SwiftChain Distributors","Distribution Partner","26","688","14","379","0","13.95","20.48","0","0","23.28"
"2024-01-17","SKU_1","Wireless Earbuds","Electronics","WH_1","Dublin Central Warehouse","Dublin","East","SUP_5","Delta Retail Supply","Retail Supplier","26","688","8","379","0","11.46","19.92","0","0","23.28"
"2024-01-17","SKU_1","Wireless Earbuds","Electronics","WH_1","Dublin Central Warehouse","Dublin","East","SUP_9","NextWave Sourcing","Sourcing Partner","26","688","6","379","0","6.06","8.41","0","0","23.28"
"2024-01-17","SKU_1","Wireless Earbuds","Electronics","WH_1","Dublin Central Warehouse","Dublin","East","SUP_2","PrimeSource Distributors","General Supplier","26","688","9","379","0","6.93","10.70","0","0","23.28"
"2024-01-17","SKU_1","Wireless Earbuds","Electronics","WH_1","Dublin Central Warehouse","Dublin","East","SUP_5","Delta Retail Supply","Retail Supplier","26","688","4","379","0","19.41","23.81","0","0","23.28"
"2024-01-18","SKU_1","Wireless Earbuds","Electronics","WH_1","Dublin Central Warehouse","Dublin","North","SUP_8","SwiftChain Distributors","Distribution Partner","22","666","14","379","0","13.95","20.48","0","0","20.13"
"2024-01-18","SKU_1","Wireless Earbuds","Electronics","WH_1","Dublin Central Warehouse","Dublin","North","SUP_5","Delta Retail Supply","Retail Supplier","22","666","8","379","0","11.46","19.92","0","0","20.13"
"2024-01-18","SKU_1","Wireless Earbuds","Electronics","WH_1","Dublin Central Warehouse","Dublin","North","SUP_9","NextWave Sourcing","Sourcing Partner","22","666","6","379","0","6.06","8.41","0","0","20.13"
"2024-01-18","SKU_1","Wireless Earbuds","Electronics","WH_1","Dublin Central Warehouse","Dublin","North","SUP_2","PrimeSource Distributors","General Supplier","22","666","9","379","0","6.93","10.70","0","0","20.13"
"2024-01-18","SKU_1","Wireless Earbuds","Electronics","WH_1","Dublin Central Warehouse","Dublin","North","SUP_5","Delta Retail Supply","Retail Supplier","22","666","4","379","0","19.41","23.81","0","0","20.13"
"2024-01-19","SKU_1","Wireless Earbuds","Electronics","WH_1","Dublin Central Warehouse","Dublin","North","SUP_8","SwiftChain Distributors","Distribution Partner","28","638","14","379","0","13.95","20.48","1","0","31.49"
"2024-01-19","SKU_1","Wireless Earbuds","Electronics","WH_1","Dublin Central Warehouse","Dublin","North","SUP_5","Delta Retail Supply","Retail Supplier","28","638","8","379","0","11.46","19.92","1","0","31.49"
"2024-01-19","SKU_1","Wireless Earbuds","Electronics","WH_1","Dublin Central Warehouse","Dublin","North","SUP_9","NextWave Sourcing","Sourcing Partner","28","638","6","379","0","6.06","8.41","1","0","31.49"
"2024-01-19","SKU_1","Wireless Earbuds","Electronics","WH_1","Dublin Central Warehouse","Dublin","North","SUP_2","PrimeSource Distributors","General Supplier","28","638","9","379","0","6.93","10.70","1","0","31.49"
"2024-01-19","SKU_1","Wireless Earbuds","Electronics","WH_1","Dublin Central Warehouse","Dublin","North","SUP_5","Delta Retail Supply","Retail Supplier","28","638","4","379","0","19.41","23.81","1","0","31.49"
"2024-01-20","SKU_1","Wireless Earbuds","Electronics","WH_1","Dublin Central Warehouse","Dublin","East","SUP_8","SwiftChain Distributors","Distribution Partner","17","621","14","379","0","13.95","20.48","0","0","13.41"
"2024-01-20","SKU_1","Wireless Earbuds","Electronics","WH_1","Dublin Central Warehouse","Dublin","East","SUP_5","Delta Retail Supply","Retail Supplier","17","621","8","379","0","11.46","19.92","0","0","13.41"
"2024-01-20","SKU_1","Wireless Earbuds","Electronics","WH_1","Dublin Central Warehouse","Dublin","East","SUP_9","NextWave Sourcing","Sourcing Partner","17","621","6","379","0","6.06","8.41","0","0","13.41"
"2024-01-20","SKU_1","Wireless Earbuds","Electronics","WH_1","Dublin Central Warehouse","Dublin","East","SUP_2","PrimeSource Distributors","General Supplier","17","621","9","379","0","6.93","10.70","0","0","13.41"
"2024-01-20","SKU_1","Wireless Earbuds","Electronics","WH_1","Dublin Central Warehouse","Dublin","East","SUP_5","Delta Retail Supply","Retail Supplier","17","621","4","379","0","19.41","23.81","0","0","13.41"
"2024-01-21","SKU_1","Wireless Earbuds","Electronics","WH_1","Dublin Central Warehouse","Dublin","East","SUP_8","SwiftChain Distributors","Distribution Partner","25","596","14","379","0","13.95","20.48","0","0","19.95"
"2024-01-21","SKU_1","Wireless Earbuds","Electronics","WH_1","Dublin Central Warehouse","Dublin","East","SUP_5","Delta Retail Supply","Retail Supplier","25","596","8","379","0","11.46","19.92","0","0","19.95"
"2024-01-21","SKU_1","Wireless Earbuds","Electronics","WH_1","Dublin Central Warehouse","Dublin","East","SUP_9","NextWave Sourcing","Sourcing Partner","25","596","6","379","0","6.06","8.41","0","0","19.95"
"2024-01-21","SKU_1","Wireless Earbuds","Electronics","WH_1","Dublin Central Warehouse","Dublin","East","SUP_2","PrimeSource Distributors","General Supplier","25","596","9","379","0","6.93","10.70","0","0","19.95"
"2024-01-21","SKU_1","Wireless Earbuds","Electronics","WH_1","Dublin Central Warehouse","Dublin","East","SUP_5","Delta Retail Supply","Retail Supplier","25","596","4","379","0","19.41","23.81","0","0","19.95"
"2024-01-22","SKU_1","Wireless Earbuds","Electronics","WH_1","Dublin Central Warehouse","Dublin","South","SUP_8","SwiftChain Distributors","Distribution Partner","28","568","14","379","0","13.95","20.48","0","0","30.39"
"2024-01-22","SKU_1","Wireless Earbuds","Electronics","WH_1","Dublin Central Warehouse","Dublin","South","SUP_5","Delta Retail Supply","Retail Supplier","28","568","8","379","0","11.46","19.92","0","0","30.39"
"2024-01-22","SKU_1","Wireless Earbuds","Electronics","WH_1","Dublin Central Warehouse","Dublin","South","SUP_9","NextWave Sourcing","Sourcing Partner","28","568","6","379","0","6.06","8.41","0","0","30.39"
"2024-01-22","SKU_1","Wireless Earbuds","Electronics","WH_1","Dublin Central Warehouse","Dublin","South","SUP_2","PrimeSource Distributors","General Supplier","28","568","9","379","0","6.93","10.70","0","0","30.39"
"2024-01-22","SKU_1","Wireless Earbuds","Electronics","WH_1","Dublin Central Warehouse","Dublin","South","SUP_5","Delta Retail Supply","Retail Supplier","28","568","4","379","0","19.41","23.81","0","0","30.39"
"2024-01-23","SKU_1","Wireless Earbuds","Electronics","WH_1","Dublin Central Warehouse","Dublin","West","SUP_8","SwiftChain Distributors","Distribution Partner","20","548","14","379","0","13.95","20.48","0","0","21.00"
"2024-01-23","SKU_1","Wireless Earbuds","Electronics","WH_1","Dublin Central Warehouse","Dublin","West","SUP_5","Delta Retail Supply","Retail Supplier","20","548","8","379","0","11.46","19.92","0","0","21.00"
"2024-01-23","SKU_1","Wireless Earbuds","Electronics","WH_1","Dublin Central Warehouse","Dublin","West","SUP_9","NextWave Sourcing","Sourcing Partner","20","548","6","379","0","6.06","8.41","0","0","21.00"
"2024-01-23","SKU_1","Wireless Earbuds","Electronics","WH_1","Dublin Central Warehouse","Dublin","West","SUP_2","PrimeSource Distributors","General Supplier","20","548","9","379","0","6.93","10.70","0","0","21.00"
"2024-01-23","SKU_1","Wireless Earbuds","Electronics","WH_1","Dublin Central Warehouse","Dublin","West","SUP_5","Delta Retail Supply","Retail Supplier","20","548","4","379","0","19.41","23.81","0","0","21.00"
"2024-01-24","SKU_1","Wireless Earbuds","Electronics","WH_1","Dublin Central Warehouse","Dublin","West","SUP_8","SwiftChain Distributors","Distribution Partner","24","524","14","379","0","13.95","20.48","0","0","23.10"
"2024-01-24","SKU_1","Wireless Earbuds","Electronics","WH_1","Dublin Central Warehouse","Dublin","West","SUP_5","Delta Retail Supply","Retail Supplier","24","524","8","379","0","11.46","19.92","0","0","23.10"
"2024-01-24","SKU_1","Wireless Earbuds","Electronics","WH_1","Dublin Central Warehouse","Dublin","West","SUP_9","NextWave Sourcing","Sourcing Partner","24","524","6","379","0","6.06","8.41","0","0","23.10"
"2024-01-24","SKU_1","Wireless Earbuds","Electronics","WH_1","Dublin Central Warehouse","Dublin","West","SUP_2","PrimeSource Distributors","General Supplier","24","524","9","379","0","6.93","10.70","0","0","23.10"
"2024-01-24","SKU_1","Wireless Earbuds","Electronics","WH_1","Dublin Central Warehouse","Dublin","West","SUP_5","Delta Retail Supply","Retail Supplier","24","524","4","379","0","19.41","23.81","0","0","23.10"
"2024-01-25","SKU_1","Wireless Earbuds","Electronics","WH_1","Dublin Central Warehouse","Dublin","East","SUP_8","SwiftChain Distributors","Distribution Partner","20","504","14","379","0","13.95","20.48","0","0","21.27"
"2024-01-25","SKU_1","Wireless Earbuds","Electronics","WH_1","Dublin Central Warehouse","Dublin","East","SUP_5","Delta Retail Supply","Retail Supplier","20","504","8","379","0","11.46","19.92","0","0","21.27"
"2024-01-25","SKU_1","Wireless Earbuds","Electronics","WH_1","Dublin Central Warehouse","Dublin","East","SUP_9","NextWave Sourcing","Sourcing Partner","20","504","6","379","0","6.06","8.41","0","0","21.27"
"2024-01-25","SKU_1","Wireless Earbuds","Electronics","WH_1","Dublin Central Warehouse","Dublin","East","SUP_2","PrimeSource Distributors","General Supplier","20","504","9","379","0","6.93","10.70","0","0","21.27"
"2024-01-25","SKU_1","Wireless Earbuds","Electronics","WH_1","Dublin Central Warehouse","Dublin","East","SUP_5","Delta Retail Supply","Retail Supplier","20","504","4","379","0","19.41","23.81","0","0","21.27"
"2024-01-26","SKU_1","Wireless Earbuds","Electronics","WH_1","Dublin Central Warehouse","Dublin","West","SUP_8","SwiftChain Distributors","Distribution Partner","20","484","14","379","0","13.95","20.48","0","0","22.23"
"2024-01-26","SKU_1","Wireless Earbuds","Electronics","WH_1","Dublin Central Warehouse","Dublin","West","SUP_5","Delta Retail Supply","Retail Supplier","20","484","8","379","0","11.46","19.92","0","0","22.23"
"2024-01-26","SKU_1","Wireless Earbuds","Electronics","WH_1","Dublin Central Warehouse","Dublin","West","SUP_9","NextWave Sourcing","Sourcing Partner","20","484","6","379","0","6.06","8.41","0","0","22.23"
"2024-01-26","SKU_1","Wireless Earbuds","Electronics","WH_1","Dublin Central Warehouse","Dublin","West","SUP_2","PrimeSource Distributors","General Supplier","20","484","9","379","0","6.93","10.70","0","0","22.23"
"2024-01-26","SKU_1","Wireless Earbuds","Electronics","WH_1","Dublin Central Warehouse","Dublin","West","SUP_5","Delta Retail Supply","Retail Supplier","20","484","4","379","0","19.41","23.81","0","0","22.23"
"2024-01-27","SKU_1","Wireless Earbuds","Electronics","WH_1","Dublin Central Warehouse","Dublin","South","SUP_8","SwiftChain Distributors","Distribution Partner","28","456","14","379","0","13.95","20.48","0","0","29.08"
"2024-01-27","SKU_1","Wireless Earbuds","Electronics","WH_1","Dublin Central Warehouse","Dublin","South","SUP_5","Delta Retail Supply","Retail Supplier","28","456","8","379","0","11.46","19.92","0","0","29.08"
"2024-01-27","SKU_1","Wireless Earbuds","Electronics","WH_1","Dublin Central Warehouse","Dublin","South","SUP_9","NextWave Sourcing","Sourcing Partner","28","456","6","379","0","6.06","8.41","0","0","29.08"
"2024-01-27","SKU_1","Wireless Earbuds","Electronics","WH_1","Dublin Central Warehouse","Dublin","South","SUP_2","PrimeSource Distributors","General Supplier","28","456","9","379","0","6.93","10.70","0","0","29.08"
